pmid,doi,pmcid,title,authors_first,authors_last,journal,journal_iso,year,month,volume,issue,pages,citation_count,influential_citations,source_api,is_preprint,is_retracted,themes,theme_primary,relevance_score,priority_tier,notes
36787939,10.1136/jitc-2022-005509,PMC9930609,Clonal expansion of resident memory T cells in peripheral blood of patients with non-small cell lung cancer during immune checkpoint inhibitor treatment.,Kim,Park,Journal for immunotherapy of cancer,J Immunother Cancer,2023,2,11,2,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
36863484,10.1016/j.annonc.2023.02.012,,Osimertinib treatment based on plasma T790M monitoring in patients with EGFR-mutant non-small-cell lung cancer (NSCLC): EORTC Lung Cancer Group 1613 APPLE phase II randomized clinical trial.,Remon,Dziadziuszko,Annals of oncology : official journal of the European Society for Medical Oncology,Ann Oncol,2023,5,34,5,468-476,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
36871349,10.1016/j.oraloncology.2023.106358,,Next-generation sequencing (NGS) profiling of matched tumor and circulating tumor DNA (ctDNA) in head and neck squamous cell carcinoma (HNSCC).,Economopoulou,Psyrri,Oral oncology,Oral Oncol,2023,4,139,,106358,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
36957975,10.1097/PPO.0000000000000644,,The Lung Microbiome in Carcinogenesis and Immunotherapy Treatment.,Kennedy,Weinberg,"Cancer journal (Sudbury, Mass.)",Cancer J,0,0,29,2,61-69,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
36966280,10.1186/s12866-023-02790-4,PMC10039514,Exploration of lung mycobiome in the patients with non-small-cell lung cancer.,Zhao,Tang,BMC microbiology,BMC Microbiol,2023,3,23,1,81,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
36984460,10.3390/medicina59030459,PMC10055748,The Use of Liquid Biopsy in the Molecular Analysis of Plasma Compared to the Tumour Tissue from a Patient with Brain Metastasis: A Case Report.,Aran,Neto,"Medicina (Kaunas, Lithuania)",Medicina (Kaunas),2023,2,59,3,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37010552,10.1007/s00262-023-03428-0,PMC10992286,Integrative analyses of bulk and single-cell RNA-seq identified cancer-associated fibroblasts-related signature as a prognostic factor for immunotherapy in NSCLC.,Wang,Han,"Cancer immunology, immunotherapy : CII",Cancer Immunol Immunother,2023,7,72,7,2423-2442,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37033259,10.3389/fendo.2023.1154410,PMC10073691,The integrated single-cell analysis developed a lactate metabolism-driven signature to improve outcomes and immunotherapy in lung adenocarcinoma.,Zhang,Wang,Frontiers in endocrinology,Front Endocrinol (Lausanne),2023,0,14,,1154410,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37065583,10.21037/jtd-23-238,PMC10089835,Integrating single-cell and bulk RNA sequencing to develop a cancer-associated fibroblast-related signature for immune infiltration prediction and prognosis in lung adenocarcinoma.,Huang,Ben,Journal of thoracic disease,J Thorac Dis,2023,3,15,3,1406-1425,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37101220,10.1186/s40364-023-00486-5,PMC10134678,Accurate detection of early-stage lung cancer using a panel of circulating cell-free DNA methylation biomarkers.,Hu,Ni,Biomarker research,Biomark Res,2023,4,11,1,45,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37182637,10.1016/j.clinbiochem.2023.05.002,PMC12183646,Proof of concept: Detection of cell free RNA from EDTA plasma in patients with lung cancer and non-cancer patients.,Mullins,Stass,Clinical biochemistry,Clin Biochem,2023,8,118,,110583,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37184093,10.1002/cam4.6108,PMC10358227,Personalized circulating tumor DNA detection to monitor immunotherapy efficacy and predict outcome in locally advanced or metastatic non-small cell lung cancer.,Cheng,Zhou,Cancer medicine,Cancer Med,2023,7,12,13,14317-14326,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37189418,10.3390/biom13040671,PMC10135828,Single-Cell RNA Sequencing Analysis of Gene Regulatory Network Changes in the Development of Lung Adenocarcinoma.,Yu,Xie,Biomolecules,Biomolecules,2023,4,13,4,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37197440,10.1080/2162402X.2023.2204746,PMC10184596,Non-small cell lung cancer patients treated with Anti-PD1 immunotherapy show distinct microbial signatures and metabolic pathways according to progression-free survival and PD-L1 status.,Dora,Lohinai,Oncoimmunology,Oncoimmunology,2023,0,12,1,2204746,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37261085,10.1080/2162402X.2023.2215112,PMC10228401,Acquired DNA damage repairs deficiency-driven immune evolution and involved immune factors of local versus distant metastases in non-small cell lung cancer.,Tang,Zhong,Oncoimmunology,Oncoimmunology,2023,0,12,1,2215112,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37270068,10.1016/j.ygeno.2023.110662,,Testing the generalizability of cfDNA fragmentomic features across different studies for cancer early detection.,Su,Wang,Genomics,Genomics,2023,7,115,4,110662,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37308037,10.1016/j.jtho.2023.05.027,,Longitudinal Monitoring of Circulating Tumor DNA From Plasma in Patients With Curative Resected Stages I to IIIA EGFR-Mutant Non-Small Cell Lung Cancer.,Jung,Kim,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,J Thorac Oncol,2023,9,18,9,1199-1208,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37312179,10.1186/s12911-023-02171-x,PMC10262551,Construction of the XGBoost model for early lung cancer prediction based on metabolic indices.,Guan,Li,BMC medical informatics and decision making,BMC Med Inform Decis Mak,2023,6,23,1,107,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37315508,10.1016/j.tranon.2023.101720,PMC10302532,Current and emerging applications of liquid biopsy in pan-cancer.,Wang,Chen,Translational oncology,Transl Oncol,2023,8,34,,101720,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37335089,10.18632/aging.204752,PMC10333068,Heterogeneity of tumor immune microenvironment in malignant and metastatic change in LUAD is revealed by single-cell RNA sequencing.,Wang,Chen,Aging,Aging (Albany NY),2023,6,15,12,5339-5354,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37350807,10.14740/wjon1587,PMC10284636,Fluctuations in Gut Microbiome Composition During Immune Checkpoint Inhibitor Therapy.,Sarkar,Ito,World journal of oncology,World J Oncol,2023,6,14,3,178-187,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37379430,10.1158/1078-0432.CCR-22-3146,,Early Clearance of Plasma Epidermal Growth Factor Receptor Mutations as a Predictor of Outcome on Osimertinib in Advanced Non-Small Cell Lung Cancer; Exploratory Analysis from AURA3 and FLAURA.,Gray,Ramalingam,Clinical cancer research : an official journal of the American Association for Cancer Research,Clin Cancer Res,2023,9,29,17,3340-3351,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37437244,10.18632/aging.204838,PMC10415565,Prognostic analysis of lung adenocarcinoma based on cancer-associated fibroblasts genes using scRNA-sequencing.,Zhang,Sun,Aging,Aging (Albany NY),2023,7,15,14,6774-6797,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37449971,10.1158/1078-0432.CCR-23-0604,,HLA-I Evolutionary Divergence Confers Response to PD-1 Blockade plus Chemotherapy in Untreated Advanced Non-Small Cell Lung Cancer.,Jiang,Ren,Clinical cancer research : an official journal of the American Association for Cancer Research,Clin Cancer Res,2023,12,29,23,4830-4843,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37451475,10.1016/j.jnutbio.2023.109416,,EGCG alleviates obesity-exacerbated lung cancer progression by STAT1/SLC7A11 pathway and gut microbiota.,Li,Jiang,The Journal of nutritional biochemistry,J Nutr Biochem,2023,10,120,,109416,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37463790,10.1136/jitc-2023-007218,PMC10357800,Immune suppressive microenvironment in liver metastases contributes to organ-specific response of immunotherapy in advanced non-small cell lung cancer.,Deng,Zhou,Journal for immunotherapy of cancer,J Immunother Cancer,2023,7,11,7,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37475010,10.1186/s40364-023-00497-2,PMC10360339,Integrated models of blood protein and metabolite enhance the diagnostic accuracy for Non-Small Cell Lung Cancer.,Xu,Zhang,Biomarker research,Biomark Res,2023,7,11,1,71,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37489611,10.20344/amp.19487,,Implementation of a Pilot Study to Analyze Circulating Tumor DNA in Early-Stage Lung Cancer.,Espiga de Macedo,Hespanhol,Acta medica portuguesa,Acta Med Port,2024,1,37,1,10-19,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37491740,10.1002/ctm2.1340,PMC10368809,Cellular dynamics in tumour microenvironment along with lung cancer progression underscore spatial and evolutionary heterogeneity of neutrophil.,Peng,Liang,Clinical and translational medicine,Clin Transl Med,2023,7,13,7,e1340,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37563850,10.1002/jmv.29009,PMC10442191,"Molecular and immune signatures, and pathological trajectories of fatal COVID-19 lungs defined by in situ spatial single-cell transcriptome analysis.",Das,Gao,Journal of medical virology,J Med Virol,2023,8,95,8,e29009,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37577375,10.3389/fcimb.2023.1170326,PMC10415071,Structure of gut microbiota and characteristics of fecal metabolites in patients with lung cancer.,Lu,Xie,Frontiers in cellular and infection microbiology,Front Cell Infect Microbiol,2023,0,13,,1170326,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37587851,10.1002/cam4.6380,PMC10524020,Protocol optimization of a targeted sequencing panel for genomic profiling of bronchoalveolar lavage fluid in lung cancer.,Sather,Nair,Cancer medicine,Cancer Med,2023,9,12,17,17632-17637,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37600327,10.3892/ol.2023.13993,PMC10436159,"Targeted treatments after chemoradiotherapy failure in a patient with relapsed, advanced non‑small cell lung cancer with on‑therapy circulating tumor biomarker monitoring: A case report.",Bi,Liu,Oncology letters,Oncol Lett,2023,9,26,3,407,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37641037,10.1186/s12866-023-02882-1,PMC10464170,"Microbiota profiles in the saliva, cancerous tissues and its companion paracancerous tissues among Chinese patients with lung cancer.",Zhou,Yu,BMC microbiology,BMC Microbiol,2023,8,23,1,237,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37648263,10.1136/jitc-2023-006770,PMC10471883,Location of CD39+ T cell subpopulations within tumors predict differential outcomes in non-small cell lung cancer.,Koppensteiner,Akram,Journal for immunotherapy of cancer,J Immunother Cancer,2023,8,11,8,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37681334,10.56434/j.arch.esp.urol.20237606.52,,Bulk RNA-Seq Combined with Single-Cell Transcriptome Sequencing Reveals the Possible Mechanisms by Which HDGFL3 Involves in Prostate Cancer Growth and Metastasis.,Xiao,Liang,Archivos espanoles de urologia,Arch Esp Urol,2023,8,76,6,425-438,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37713821,10.1097/MD.0000000000034876,PMC10508384,"Bulk RNA-seq and scRNA-seq reveal SLC7A11, a key regulatory molecule of ferroptosis, is a prognostic-related biomarker and highly related to the immune system in lung adenocarcinoma.",Wu,Chen,Medicine,Medicine (Baltimore),2023,9,102,37,e34876,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37796202,10.18632/aging.205077,PMC10599752,The integrated single-cell analysis developed an immunogenic cell death signature to predict lung adenocarcinoma prognosis and immunotherapy.,Zhang,Huang,Aging,Aging (Albany NY),2023,10,15,19,10305-10329,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37823218,10.1093/jjco/hyad134,,Biomarkers of immunotherapy for non-small cell lung cancer.,Shirasawa,Ohe,Japanese journal of clinical oncology,Jpn J Clin Oncol,2024,1,54,1,13-22,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37833968,10.3390/ijms241914521,PMC10572984,Biomarkers for Immunotherapy in Driver-Gene-Negative Advanced NSCLC.,Huang,Duan,International journal of molecular sciences,Int J Mol Sci,2023,9,24,19,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37878007,10.18632/aging.205140,PMC10637798,Single-cell analysis reveals exosome-associated biomarkers for prognostic prediction and immunotherapy in lung adenocarcinoma.,Lin,Hu,Aging,Aging (Albany NY),2023,10,15,20,11508-11531,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37907644,10.1007/s00262-023-03564-7,PMC10992448,Tumor-associated neutrophils upregulate PANoptosis to foster an immunosuppressive microenvironment of non-small cell lung cancer.,Hu,Ding,"Cancer immunology, immunotherapy : CII",Cancer Immunol Immunother,2023,12,72,12,4293-4308,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37909987,10.21873/anticanres.16702,,Multi-gene Liquid Biopsy to Detect Resistance to First-line Osimertinib in Patients With EGFR-mutated Lung Adenocarcinoma.,Ito,Yasuda,Anticancer research,Anticancer Res,2023,11,43,11,5031-5040,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37942473,10.2147/IJGM.S430408,PMC10629586,Integrative Analysis of Single-Cell and Bulk RNA Sequencing Reveals Prognostic Characteristics of Macrophage Polarization-Related Genes in Lung Adenocarcinoma.,Mi,Yang,International journal of general medicine,Int J Gen Med,2023,0,16,,5031-5050,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37948122,10.1002/cam4.6668,PMC10726866,Liquid biopsy detects genomic drivers in NSCLC without EGFR mutations by single-plex testing: WJOG13620L.,Uemura,Nakagawa,Cancer medicine,Cancer Med,2023,12,12,23,21097-21110,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
37990399,10.1002/smtd.202300747,,A Highly Sensitive and Specific Non-Invasive Test through Genome-Wide 5-Hydroxymethylation Mapping for Early Detection of Lung Cancer.,Ren,Chen,Small methods,Small Methods,2024,3,8,3,e2300747,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38010059,10.1111/1759-7714.15172,PMC10788467,Association of antibiotic exposure with survival in patients with extensive-stage small cell lung cancer receiving immune checkpoint inhibitor therapy.,Zhong,Yuan,Thoracic cancer,Thorac Cancer,2024,1,15,2,152-162,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38034730,10.1016/j.heliyon.2023.e22201,PMC10682125,Single-cell and bulk RNA-sequencing analysis to predict the role and clinical value of CD36 in lung squamous cell carcinoma.,Wang,Tang,Heliyon,Heliyon,2023,11,9,11,e22201,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38035630,10.1021/acs.est.3c07573,PMC10720387,Effects of Indoor Dust Exposure on Lung Cells: Association of Chemical Composition with Phenotypic and Lipid Changes in a 3D Lung Cancer Cell Model.,Pyambri,Bedia,Environmental science & technology,Environ Sci Technol,2023,12,57,49,20532-20541,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38066300,10.1007/s10911-023-09551-z,PMC10709262,Single-cell Analysis Reveals Inter- and Intratumour Heterogeneity in Metastatic Breast Cancer.,Hamelin,Bentires-Alj,Journal of mammary gland biology and neoplasia,J Mammary Gland Biol Neoplasia,2023,12,28,1,26,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38081768,10.1136/bmjresp-2023-001878,PMC10729175,Single-cell RNA-sequencing uncovers the dynamic changes of tumour immune microenvironment in advanced lung adenocarcinoma.,Lu,Zhao,BMJ open respiratory research,BMJ Open Respir Res,2023,12,10,1,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38103006,10.33073/pjm-2023-047,PMC10725157,The Effects of Antibiotics on the Development and Treatment of Non-Small Cell Lung Cancer.,Švecová,Mitták,Polish journal of microbiology,Pol J Microbiol,2023,12,72,4,365-375,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38104049,10.1007/s11060-023-04520-2,,Cerebrospinal fluid circulating tumor DNA contributes to the detection and characterization of leptomeningeal metastasis in non-small cell lung cancer.,Miao,Lin,Journal of neuro-oncology,J Neurooncol,2023,12,165,3,517-525,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38133212,10.1002/tox.24048,,Single-cell transcriptome analysis reveals intratumoral heterogeneity in lung adenocarcinoma.,Xu,Liu,Environmental toxicology,Environ Toxicol,2024,3,39,3,1847-1857,0,0,pubmed,False,True,theme_12,theme_12,0.19,C,
38148115,10.1136/jitc-2023-007766,PMC10753855,ASCC3 promotes the immunosuppression and progression of non-small cell lung cancer by impairing the type I interferon response via CAND1-mediated ubiquitination inhibition of STAT3.,Ao,Ding,Journal for immunotherapy of cancer,J Immunother Cancer,2023,12,11,12,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38160567,10.1016/j.intimp.2023.111412,,Lipidomics reveals immune-related adverse events in NSCLC patients receiving immune checkpoint inhibitor.,Yu,Li,International immunopharmacology,Int Immunopharmacol,2024,1,127,,111412,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38169514,10.7150/jca.89542,PMC10758022,Anoikis-related CTNND1 is associated with immuno-suppressive tumor microenvironment and predicts unfavorable immunotherapeutic outcome in non-small cell lung cancer.,Ni,Huang,Journal of Cancer,J Cancer,2024,0,15,2,317-331,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38214421,10.1111/1759-7714.15220,PMC10883858,Causal effects of gut microbiota in the development of lung cancer and its histological subtypes: A Mendelian randomization study.,Ma,Shen,Thoracic cancer,Thorac Cancer,2024,2,15,6,486-495,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38271794,10.1016/j.jss.2023.12.026,,Rothia in Nonsmall Cell Lung Cancer is Associated With Worse Survival.,Takabe,Yendamuri,The Journal of surgical research,J Surg Res,2024,4,296,,106-114,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38272564,10.1136/jitc-2023-008386,PMC10824009,Cryoablation triggers type I interferon-dependent antitumor immunity and potentiates immunotherapy efficacy in lung cancer.,Gu,Sun,Journal for immunotherapy of cancer,J Immunother Cancer,2024,1,12,1,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38304459,10.3389/fcimb.2023.1211855,PMC10830900,Gut microbiota and its metabolites in non-small cell lung cancer and brain metastasis: from alteration to potential microbial markers and drug targets.,Jiang,Cao,Frontiers in cellular and infection microbiology,Front Cell Infect Microbiol,2023,0,13,,1211855,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38315228,10.1007/s00432-023-05588-z,PMC10844440,Detection of the DNA methylation of seven genes contribute to the early diagnosis of lung cancer.,Du,Yin,Journal of cancer research and clinical oncology,J Cancer Res Clin Oncol,2024,2,150,2,77,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38316626,10.1111/1759-7714.15243,PMC10961220,Single-cell sequencing reveals the immune landscape of breast cancer patients with brain metastasis.,Zhou,Liang,Thoracic cancer,Thorac Cancer,2024,3,15,9,702-714,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38319415,10.1007/s10565-024-09850-z,PMC10847186,Deciphering the heterogeneity of neutrophil cells within circulation and the lung cancer microenvironment pre- and post-operation.,Liu,Wu,Cell biology and toxicology,Cell Biol Toxicol,2024,2,40,1,11,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38323290,10.62347/AOGP2839,PMC10839310,Developing new ceramide analogs against non-small cell lung cancer (NSCLC).,Dai,Qin,American journal of cancer research,Am J Cancer Res,2024,0,14,1,86-96,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38394803,10.1016/j.compbiomed.2024.108179,,Integrated analysis of single-cell and bulk RNA sequencing data reveals the association between hypoxic tumor cells and exhausted T cells in predicting immune therapy response.,Yan,Jin,Computers in biology and medicine,Comput Biol Med,2024,3,171,,108179,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38412665,10.1016/j.phymed.2023.155099,,Modulation of cellular metabolism and alleviation of bacterial dysbiosis by Aconiti Lateralis Radix Praeparata in non-small cell lung cancer treatment.,Zhang,Di,Phytomedicine : international journal of phytotherapy and phytopharmacology,Phytomedicine,2024,4,126,,155099,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38445456,10.1002/ctm2.1605,PMC10915739,"Distinct fibroblast subpopulations associated with bone, brain or intrapulmonary metastasis in advanced non-small-cell lung cancer.",Xu,Pan,Clinical and translational medicine,Clin Transl Med,2024,3,14,3,e1605,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38447611,10.1016/j.ijrobp.2024.02.048,,Potential Role of Lymphocyte CD44 in Determining Treatment Selection Between Stereotactic Body Radiation Therapy and Surgery for Early-Stage Non-Small Cell Lung Cancer.,Yan,Yu,"International journal of radiation oncology, biology, physics",Int J Radiat Oncol Biol Phys,2024,9,120,1,89-101,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38485675,10.2174/0109298673291009240219055808,,Discovery of Multiple Effects of Reactive Oxygen Species on Lung Adenocarcinoma at the Single-cell and Bulk Tissue Levels.,Zhang,Lu,Current medicinal chemistry,Curr Med Chem,2025,0,32,24,5053-5069,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38500160,10.1186/s12931-024-02750-0,PMC10949571,"Tobacco use, self-reported professional dental cleaning habits, and lung adenocarcinoma diagnosis are associated with bronchial and lung microbiome alpha diversity.",Pragman,Wendt,Respiratory research,Respir Res,2024,3,25,1,130,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38538277,10.31083/j.fbl2903100,,Single-Cell Transcriptome Analysis of Small Cell Neuroendocrine Carcinoma of the Endometrium Reveals ISL1 as a Potential Biomarker for Diagnosis and Treatment.,Zhong,Wan,Frontiers in bioscience (Landmark edition),Front Biosci (Landmark Ed),2024,3,29,3,100,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38546390,10.1158/2767-9764.CRC-23-0161,PMC10964845,Tumor Microenvironment Landscapes Supporting EGFR-mutant NSCLC Are Modulated at the Single-cell Interaction Level by Unesbulin Treatment.,Maroni,Levantini,Cancer research communications,Cancer Res Commun,2024,3,4,3,919-937,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38547579,10.1016/j.ebiom.2024.105092,PMC10990706,A single-cell characterised signature integrating heterogeneity and microenvironment of lung adenocarcinoma for prognostic stratification.,Xu,Wang,EBioMedicine,EBioMedicine,2024,4,102,,105092,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38564376,10.1164/rccm.202310-1975OC,,Single-Cell RNA Sequencing Reveals Repair Features of Human Umbilical Cord Mesenchymal Stromal Cells.,Cyr-Depauw,Thébaud,American journal of respiratory and critical care medicine,Am J Respir Crit Care Med,2024,9,210,6,814-827,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38594466,10.1007/s10142-024-01356-5,PMC11004054,"Targeting nucleotide metabolic pathways in colorectal cancer by integrating scRNA-seq, spatial transcriptome, and bulk RNA-seq data.",Zhao,Lu,Functional & integrative genomics,Funct Integr Genomics,2024,4,24,2,72,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38602354,10.1039/d3nr05895f,,Hierarchical superstructure aerogels for in situ biofluid metabolomics.,Chen,Ng,Nanoscale,Nanoscale,2024,5,16,17,8607-8617,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38621425,10.1016/j.bcp.2024.116207,,Tanshinone IIA acts as a regulator of lipogenesis to overcome osimertinib acquired resistance in lung cancer.,Cao,Jin,Biochemical pharmacology,Biochem Pharmacol,2024,6,224,,116207,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38628288,10.25259/Cytojournal_68_2023,PMC11021118,A metabolomics study on carcinogenesis of ground-glass nodules.,Zhang,Zhao,CytoJournal,Cytojournal,2024,0,21,,12,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38643115,10.1186/s12866-024-03280-x,PMC11031921,Saliva‑microbiome‑derived signatures: expected to become a potential biomarker for pulmonary nodules (MCEPN-1).,Ren,Li,BMC microbiology,BMC Microbiol,2024,4,24,1,132,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38685730,10.1111/crj.13764,PMC11058399,Causal influence of gut microbiota on small cell lung cancer: a Mendelian randomization study.,Yang,Chen,The clinical respiratory journal,Clin Respir J,2024,5,18,5,e13764,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38691624,10.1021/acs.analchem.4c00527,,Strategy to Empower Nontargeted Metabolomics by Triple-Dimensional Combinatorial Derivatization with MS-TDF Software.,Yuan,Wu,Analytical chemistry,Anal Chem,2024,5,96,19,7634-7642,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38713923,10.1016/j.tranon.2024.101968,PMC11097332,Dysregulation of peripheral and intratumoral KLRG1+ CD8+T cells is associated with immune evasion in patients with non-small-cell lung cancer.,Zeng,Cao,Translational oncology,Transl Oncol,2024,7,45,,101968,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38725870,10.3389/fmolb.2024.1379631,PMC11079276,First insight about the ability of specific glycerophospholipids to discriminate non-small cell lung cancer subtypes.,Sieminska,Godzien,Frontiers in molecular biosciences,Front Mol Biosci,2024,0,11,,1379631,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38728551,10.1021/acs.est.3c09148,PMC11112755,Multiomic Signatures of Traffic-Related Air Pollution in London Reveal Potential Short-Term Perturbations in Gut Microbiome-Related Pathways.,Cheng,Dagnino,Environmental science & technology,Environ Sci Technol,2024,5,58,20,8771-8782,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38755258,10.1038/s44318-024-00113-5,PMC11251082,Early-stage lung cancer is driven by a transitional cell state dependent on a KRAS-ITGA3-SRC axis.,Moye,Kim,The EMBO journal,EMBO J,2024,7,43,14,2843-2861,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38760895,10.1111/jcmm.18378,PMC11101670,Molecular mechanism of radiation tolerance in lung adenocarcinoma cells using single-cell RNA sequencing.,Chang,Fan,Journal of cellular and molecular medicine,J Cell Mol Med,2024,5,28,10,e18378,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38773974,10.7150/thno.93256,PMC11103495,In situ single-cell therapeutic response imaging facilitated by the TRIPODD fluorescence imaging platform.,McMahon,Gibbs,Theranostics,Theranostics,2024,0,14,7,2816-2834,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38774453,10.3892/ol.2024.14436,PMC11106692,"NKX2‑1 copy number alterations are associated with oncogenic, immunological and prognostic remodeling in non‑small cell lung cancer.",Luna,Sy-Naval,Oncology letters,Oncol Lett,2024,7,28,1,303,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38789007,10.1016/j.athoracsur.2024.05.005,,Clustered Circulating Tumor Cells as a Predictor of Adjuvant-chemotherapy Efficacy in Lung Cancer.,Sawabata,Kawaguchi,The Annals of thoracic surgery,Ann Thorac Surg,2024,11,118,5,1136-1143,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38793035,10.3390/jpm14050453,PMC11122438,The Causal Effect of Gut Microbiota and Plasma Metabolome on Lung Cancer and the Heterogeneity across Subtypes: A Mendelian Randomization Study.,Zeng,Gao,Journal of personalized medicine,J Pers Med,2024,4,14,5,,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38797230,10.1016/j.canlet.2024.216984,,Prognostic implication of methylation-based circulating tumor DNA detection prior to surgery in stage I non-small cell lung cancer.,Bossé,Joubert,Cancer letters,Cancer Lett,2024,7,594,,216984,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
38805102,10.1007/s11684-024-1060-z,,"Evaluation of molecular residual disease in operable non-small cell lung cancer with gene fusions, MET exon skipping or de novo MET amplification.",Fu,Zhong,Frontiers of medicine,Front Med,2024,8,18,4,735-743,0,0,pubmed,False,False,theme_12,theme_12,0.19,C,
